t,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1980,24.516277,229.474824,68.87221,52.850295,121.618369,119.297736,92.481524,184.926342,113.875553,29.075274,366.438831,124.723603,46.161316,63.712048,41.31208,152.985163,93.238259,692.637303,54.698695,1005.687181,209.191606,149.781041,116.794196,19.637782,217.650087,61.822264
1981,24.76985,231.582306,70.338741,53.852595,124.494015,121.845017,95.101363,190.262155,117.240699,29.824126,367.313749,125.542195,47.183417,63.99553,42.154272,154.121721,96.964936,708.589019,55.561642,1019.611357,214.179359,153.004431,117.713548,19.915112,223.303011,63.737013
1982,25.016047,233.704903,71.717095,54.867603,127.418314,124.394179,97.833865,195.7041,120.702494,30.602525,368.082908,126.29651,48.2195,64.28002,43.020281,155.268708,100.935022,724.784062,56.473277,1033.708256,219.443899,156.25599,118.609297,20.198994,229.086544,65.709338
1983,25.266949,235.884133,73.046272,55.894304,130.360698,126.95829,100.653004,201.273542,124.28367,31.39648,368.809509,126.999328,49.258531,64.565136,43.911117,156.432424,105.073287,741.214552,57.410085,1048.271585,224.891988,159.517772,119.459634,20.489397,235.016658,67.728291
1984,25.538861,238.175615,74.381856,56.930686,133.281185,129.55691,103.523449,207.003914,128.014876,32.186313,369.576232,127.671114,50.285086,64.849019,44.826737,157.622414,109.275842,757.879584,58.336361,1063.636407,230.387745,162.766495,120.232762,20.786074,241.113579,69.779394
1985,25.842588,240.618236,75.764968,57.975461,136.149409,132.203283,106.414902,212.92057,131.912233,32.959025,370.444407,128.322901,51.288815,65.128117,45.763928,158.837272,113.462031,774.77475,59.225618,1079.993832,235.830224,165.984347,120.908252,21.088543,247.389538,71.853321
1986,26.183161,243.2289,77.206792,59.026853,138.956419,134.899162,109.319439,219.020045,136.003071,33.704171,371.431124,128.965692,52.265108,65.401876,46.725799,160.086613,117.608138,791.875909,60.072059,1097.526839,241.182425,169.164947,121.476356,21.396824,253.846434,73.940999
1987,26.55471,245.994044,78.69822,60.085471,141.704602,137.636384,112.229046,225.295633,140.267223,34.428337,372.526407,129.583765,53.219393,65.664302,47.703692,161.343913,121.717751,809.161996,60.882586,1116.061837,246.464616,172.309,121.951593,21.710289,260.472651,76.047295
1988,26.943663,248.884183,80.235141,61.154655,144.389783,140.405942,115.113407,231.765165,144.617065,35.15575,373.729018,130.130243,54.163637,65.899111,48.667973,162.528043,125.771489,826.63493,61.658675,1134.982785,251.701341,175.414925,122.367136,22.027027,267.248929,78.193698
1989,27.330529,251.854464,81.806843,62.239118,147.011106,143.194777,117.93727,238.450307,148.932824,35.920724,375.028279,130.541825,55.115077,66.085366,49.579749,163.53227,129.755401,844.302662,62.405168,1153.432546,256.938664,178.483522,122.76933,22.344533,274.148508,80.410524
1990,27.700854,254.8715,83.403974,63.341221,149.570485,145.991832,120.675414,245.36159,153.136883,36.745283,376.40988,130.776438,56.086184,66.206424,50.410902,164.281596,133.661447,862.161572,63.126063,1170.783933,262.206025,181.516218,123.191045,22.660773,281.147825,82.717407
1991,28.051187,257.916909,85.023968,64.463047,152.060235,148.793152,123.315472,252.52022,157.181719,37.640425,377.9008,130.815581,57.079243,66.260947,51.153487,164.742951,137.473598,880.208835,63.817745,1186.737476,267.509177,184.511435,123.645949,22.975845,288.242609,85.123924
1992,28.384867,260.996527,86.666079,65.600657,154.484746,151.596192,125.86158,259.910361,161.114043,38.59106,379.493069,130.681986,58.090247,66.248486,51.814633,164.940142,141.192843,898.410226,64.478529,1201.507775,272.82031,187.470001,124.123346,23.289639,295.425407,87.617418
1993,28.7027,264.128792,88.323488,66.743084,156.87349,154.392521,128.326933,267.461076,165.065245,39.561417,381.095677,130.426265,59.117508,66.155314,52.401,164.926245,144.85159,916.692471,65.11692,1215.291309,278.096703,190.399465,124.602045,23.599763,302.665642,90.168249
1994,29.007518,267.343063,89.987888,67.875505,159.266486,157.17283,130.733955,275.075375,169.220842,40.501321,382.586251,130.121267,60.157392,65.965642,52.925372,164.783228,148.496971,934.961828,65.744521,1228.437171,283.280744,193.310187,125.049347,23.903295,309.926496,92.734655
1995,29.302092,270.654363,91.649922,68.987411,161.691994,159.929337,133.101776,282.688937,173.71069,41.37482,383.886937,129.821555,61.206099,65.671369,53.40026,164.572952,152.16444,953.147871,66.368626,1241.203477,288.332772,196.210694,125.441936,24.198699,317.182002,95.286638
1996,29.584753,274.073135,93.31045,70.074531,164.156557,162.659429,135.433179,290.269023,178.589727,42.167381,384.94188,129.546754,62.264902,65.266278,53.824793,164.316169,155.866737,971.209533,66.994829,1253.629986,293.234943,199.101836,125.772302,24.483671,324.414896,97.816434
1997,29.855979,277.573326,94.960792,71.139908,166.649884,165.360831,137.730524,297.850006,183.808449,42.889689,385.800972,129.287707,63.331832,64.762108,54.204219,164.001617,159.598229,989.14975,67.617519,1265.624044,298.003027,201.984498,126.049359,24.759963,331.630485,100.333787
1998,30.123625,281.089764,96.570954,72.189433,169.16181,168.027389,140.012946,305.516895,189.265476,43.561728,386.62063,129.0358,64.395636,64.191969,54.565435,163.622394,163.354364,1006.996257,68.220873,1277.164964,302.672495,204.867066,126.285584,25.034827,338.85391,102.848028
1999,30.398127,284.535246,98.102858,73.232378,171.67532,170.652515,142.303643,313.391516,194.808779,44.215004,387.620658,128.772051,65.441668,63.601039,54.942846,163.161686,167.12414,1024.799125,68.782786,1288.206112,307.296184,207.759478,126.50008,25.318317,346.123728,105.375208
2000,30.686824,287.848457,99.530617,74.275772,174.174447,173.23257,144.620652,321.561462,200.330637,44.871893,388.952844,128.48433,66.459578,63.023943,55.361842,162.6118,170.901038,1042.589892,69.288029,1298.727299,311.913083,210.667883,126.705775,25.617165,353.467346,107.929081
2001,30.993183,291.001738,100.840416,75.321588,176.659138,175.763574,146.971755,330.053137,205.797438,45.536057,390.671327,128.172299,67.444117,62.472997,55.834266,161.974411,174.680991,1060.370888,69.731864,1308.649542,316.53441,213.593906,126.907305,25.934578,360.894248,110.514119
2002,31.314909,294.015041,102.042482,76.368278,179.123364,178.249027,149.358211,338.838787,211.251464,46.197484,392.709404,127.848614,68.398136,61.945983,56.356905,161.271153,178.472066,1078.110619,70.120314,1318.131329,321.150299,216.532885,127.097361,26.267332,368.393826,113.132653
2003,31.646427,296.933763,103.165193,77.415329,181.537357,180.702413,151.782723,347.885593,216.751748,46.848521,394.948929,127.528566,69.329456,61.445042,56.920977,160.537756,182.293469,1095.766968,70.465676,1327.263621,325.753526,219.476241,127.262648,26.607991,375.949712,115.794752
2004,31.979221,299.827343,104.25051,78.461174,183.863524,183.142421,154.245463,357.139069,222.388832,47.477076,397.214198,127.232269,70.250175,60.96768,57.510516,159.820111,186.170746,1113.283424,70.78619,1336.161918,330.329825,222.411761,127.38419,26.945753,383.537055,118.511885
2005,32.307086,302.746757,105.329645,79.505189,186.074634,185.58294,156.745615,366.557173,228.227509,48.07344,399.372731,126.973437,71.169037,60.511965,58.113597,159.152189,190.119345,1130.617757,71.095511,1344.919517,334.869062,225.328494,127.448657,27.272788,391.139169,121.294966
2006,32.65190366,305.5456392,106.6664989,80.5047974,188.0468102,188.025172,159.2245023,376.1901168,234.2051798,48.61472704,401.6513877,126.8656447,72.13025659,60.07966915,58.69469367,158.9038971,195.0111539,1147.472924,71.45719589,1352.133026,339.1412184,228.0133532,127.5211021,27.69904199,397.6390969,124.1747602
2007,33.00151584,308.3199641,108.0369764,81.50296065,189.8875365,190.4538843,161.7319864,386.0515027,240.3174265,49.12927899,403.8975568,126.8119773,73.10073379,59.6780403,59.34929311,158.7857423,200.142819,1164.266023,71.81650758,1359.265655,343.3725513,230.6248988,127.5722225,28.15872339,403.928622,127.1384735
2008,33.35239295,311.0783881,109.4281382,82.50608286,191.6335261,192.8738302,164.2562505,396.1467957,246.5631708,49.60898049,406.0570402,126.792694,74.07304913,59.30347169,60.05726825,158.7599982,205.377415,1181.018421,72.17034174,1366.292176,347.5737379,233.1831521,127.6016201,28.63584761,410.1486673,130.2207806
2009,33.70014176,313.8298438,110.8191082,83.52227073,193.337702,195.2905055,166.7822095,406.4854418,252.9376421,50.04365814,408.0702959,126.7791332,75.03649331,58.9500407,60.78859817,158.7694355,210.5279622,1197.755624,72.51363863,1373.15024,351.7567494,235.7185504,127.6087441,29.10818105,416.4924597,133.4653841
2010,34.04153692,316.5808487,112.1937243,84.5569428,195.0383633,197.7072588,169.2978152,417.0737113,259.4359197,50.42721133,409.8966556,126.7498873,75.98284163,58.61281866,61.52086925,158.7704025,215.4601595,1214.490041,72.84276363,1379.786678,355.9291977,238.2522598,127.5928272,29.5595451,423.0949601,136.9027299
2011,34.410002508,319.1207658,113.48952656,85.477381264,196.6799407,199.94741218000001,171.76517198,427.9890295,266.25395476,50.901981316,411.7253306,126.68549666,76.87894452799999,58.275436972,62.166004606,158.79467717999998,220.3612627,1231.0160804,73.061062134,1384.4088054,359.92237872,240.62773632,127.50590726,30.023407582,430.02959538,140.33979435999998
2012,34.778468096,321.6606829,114.78532882,86.397819728,198.3215181,202.18756556,174.23252876,438.9043477,273.07198982,51.376751301999995,413.5540056,126.62110602,77.775047426,57.938055284,62.811139962,158.81895186,225.2623659,1247.5421198,73.279360638,1389.0309327999998,363.91555974,243.00321284,127.41898732,30.487270064,436.96423066,143.77685882
2013,35.146933684000004,324.2006,116.08113107999999,87.318258192,199.9630955,204.42771894,176.69988554,449.8196659,279.89002488,51.851521288,415.3826806,126.55671538,78.671150324,57.600673596,63.456275318,158.84322654,230.16346910000001,1264.0681592,73.49765914199999,1393.6530602,367.90874076,245.37868935999998,127.33206738,30.951132546,443.89886594,147.21392328
2014,35.515399272,326.7405171,117.37693334,88.238696656,201.6046729,206.66787232,179.16724232,460.7349841,286.70805994,52.326291274,417.2113556,126.49232474,79.567253222,57.263291908,64.10141067400001,158.86750122,235.0645723,1280.5941986,73.71595764599999,1398.2751876,371.90192178,247.75416588,127.24514744,31.414995028,450.83350122,150.65098774
2015,35.88386486,329.2804342,118.6727356,89.15913512,203.2462503,208.9080257,181.6345991,471.6503023,293.526095,52.80106126,419.0400306,126.4279341,80.46335612,56.92591022,64.74654603,158.8917759,239.9656755,1297.120238,73.93425615,1402.897315,375.8951028,250.1296424,127.1582275,31.87885751,457.7681365,154.0880522
2016,36.265339824,331.91520806,119.90127482,89.995598716,204.7655698,210.99452162,183.96621134,483.40510458,300.72452076,53.264565518,420.49660654,126.3348368,81.292616846,56.621326752,65.31813109000001,158.80442682,244.58560718,1313.018907,74.076966528,1406.2261042,379.67982802,252.2661486,126.89766934,32.334589184,465.02909776,157.79443283999998
2017,36.646814788,334.54998192,121.12981404,90.832062312,206.2848893,213.08101754,186.29782358,495.15990686,307.92294652,53.728069776,421.95318248,126.24173950000001,82.121877572,56.316743284,65.88971615,158.71707774,249.20553886,1328.917576,74.219676906,1409.5548934,383.46455324,254.4026548,126.63711117999999,32.790320858,472.29005902,161.50081348
2018,37.028289752,337.18475578,122.35835326,91.66852590799999,207.8042088,215.16751345999998,188.62943582,506.91470914,315.12137228,54.191574034,423.40975842,126.1486422,82.951138298,56.012159816,66.46130121,158.62972865999998,253.82547054,1344.816245,74.362387284,1412.8836826,387.24927846,256.539161,126.37655302,33.246052532,479.55102028000005,165.20719412
2019,37.409764716,339.81952964,123.58689248,92.504989504,209.3235283,217.25400937999999,190.96104806,518.6695114199999,322.31979803999997,54.655078292,424.86633436,126.0555449,83.780399024,55.707576347999996,67.03288626999999,158.54237958,258.44540222,1360.7149140000001,74.505097662,1416.2124718,391.03400368,258.6756672,126.11599486,33.701784206,486.81198154000003,168.91357476000002
2020,37.79123968,342.4543035,124.8154317,93.3414531,210.8428478,219.3405053,193.2926603,530.4243137,329.5182238,55.11858255,426.3229103,125.9624476,84.60965975,55.40299288,67.60447133,158.4550305,263.0653339,1376.613583,74.64780804,1419.541261,394.8187289,260.8121734,125.8554367,34.15751588,494.0729428,172.6199554
2021,38.16691046,345.0935652,125.92903032000001,94.089219524,212.17888048,221.24529678,195.39352725999998,542.75004616,336.83062578,55.530586336,427.70291854,125.8270877,85.361216446,55.135407404,68.07879980599999,158.26302167999998,267.49268512,1391.2281564,74.727326746,1420.8466444,398.1687672,262.6362687,125.45955771999999,34.604506938,501.10772928,176.43341598
2022,38.54258124,347.7328269,127.04262894,94.83698594799999,213.51491316,223.15008826,197.49439422,555.0757786199999,344.14302776,55.942590122,429.08292678,125.69172780000001,86.11277314200001,54.867821928,68.553128282,158.07101286,271.92003633999997,1405.8427298,74.806845452,1422.1520278,401.5188055,264.460364,125.06367874,35.051497996,508.14251576,180.24687656
2023,38.91825202,350.3720886,128.15622756,95.584752372,214.85094584,225.05487974,199.59526118,567.40151108,351.45542974,56.354593908,430.46293502000003,125.5563679,86.864329838,54.600236452000004,69.027456758,157.87900403999998,276.34738756,1420.4573032,74.88636415799999,1423.4574112,404.86884380000004,266.2844593,124.66779976,35.498489054,515.17730224,184.06033714
2024,39.2939228,353.0113503,129.26982618,96.33251879599999,216.18697852,226.95967122,201.69612814,579.7272435399999,358.76783172,56.766597694,431.84294326,125.421008,87.61588653400001,54.332650976000004,69.50178523400001,157.68699522,280.77473878,1435.0718766,74.965882864,1424.7627946,408.21888210000003,268.1085546,124.27192078,35.945480112,522.21208872,187.87379772
2025,39.66959358,355.650612,130.3834248,97.08028522,217.5230112,228.8644627,203.7969951,592.052976,366.0802337,57.17860148,433.2229515,125.2856481,88.36744323,54.0650655,69.97611371,157.4949864,285.20209,1449.68645,75.04540157,1426.068178,411.5689204,269.9326499,123.8760418,36.39247117,529.2468752,191.6872583
2026,40.018445029999995,358.16788588000003,131.35972772,97.73175773599999,218.6033228,230.55549603999998,205.64090974,604.7938935799999,373.3954549,57.528643758,434.49178744,125.08270794,89.02730082000001,53.823278622000004,70.344675648,157.23950521999998,289.42226222,1462.9407624,75.05144862,1425.2446064,414.42832000000004,271.42222518,123.38396602,36.813240378,535.7829922,195.5609261
2027,40.36729648,360.68515976000003,132.33603064,98.38323025199999,219.68363440000002,232.24652938,207.48482438,617.53481116,380.7106761,57.878686036,435.76062338,124.87976778000001,89.68715841000001,53.581491744000004,70.713237586,156.98402403999998,293.64243444,1476.1950748,75.05749567,1424.4210348,417.2877196,272.91180046,122.89189024,37.234009586,542.3191092,199.43459389999998
2028,40.71614793,363.20243364,133.31233356,99.034702768,220.763946,233.93756272,209.32873902,630.27572874,388.0258973,58.228728314,437.02945932,124.67682762,90.347016,53.339704866,71.081799524,156.72854286,297.86260666,1489.4493872,75.06354272,1423.5974632,420.1471192,274.40137574,122.39981446,37.654778794,548.8552262000001,203.3082617
2029,41.06499938,365.71970752,134.28863648,99.686175284,221.84425760000002,235.62859606,211.17265365999998,643.0166463200001,395.3411185,58.578770592,438.29829526000003,124.47388746,91.00687359,53.097917988,71.450361462,156.47306168,302.08277888,1502.7036996,75.06958977,1422.7738915999998,423.0065188,275.89095102,121.90773868,38.075548002,555.3913432,207.1819295
2030,41.41385083,368.2369814,135.2649394,100.3376478,222.9245692,237.3196294,213.0165683,655.7575639,402.6563397,58.92881287,439.5671312,124.2709473,91.66673118,52.85613111,71.8189234,156.2175805,306.3029511,1515.958012,75.07563682,1421.95032,425.8659184,277.3805263,121.4156629,38.49631721,561.9274602,211.0555973
2031,41.735682806,370.58800096,136.08812002,100.8825605,223.7493598,238.76124482,214.64550286,668.7615670800001,409.91114946,59.219106554,440.73334656000003,123.99006058,92.233009726,52.64354265,72.102385824,155.9808028,310.35674018,1528.22436,74.979186374,1418.898981,428.20397648,278.54923152,120.86308602,38.895336514,567.9778439600001,214.93067938
2032,42.057514782,372.93902052,136.91130064,101.4274732,224.5741504,240.20286024,216.27443742,681.76557026,417.16595922,59.509400238,441.89956192,123.70917386,92.799288272,52.43095419,72.385848248,155.7440251,314.41052926,1540.490708,74.882735928,1415.847642,430.54203456,279.71793673999997,120.31050914,39.294355818,574.02822772,218.80576145999999
2033,42.379346758000004,375.29004008,137.73448126,101.9723859,225.398941,241.64447565999998,217.90337198,694.76957344,424.42076898,59.799693922,443.06577728,123.42828714,93.365566818,52.218365729999995,72.669310672,155.5072474,318.46431834,1552.757056,74.786285482,1412.796303,432.88009264,280.88664196,119.75793226,39.693375122,580.0786114800001,222.68084354
2034,42.701178734,377.64105964,138.55766188,102.5172986,226.2237316,243.08609108,219.53230654,707.77357662,431.67557874,60.089987606,444.23199264,123.14740042,93.931845364,52.005777269999996,72.952773096,155.2704697,322.51810742,1565.023404,74.689835036,1409.744964,435.21815072,282.05534718,119.20535538,40.092394426,586.12899524,226.55592562
2035,43.02301071,379.9920792,139.3808425,103.0622113,227.0485222,244.5277065,221.1612411,720.7775798,438.9303885,60.38028129,445.398208,122.8665137,94.49812391,51.79318881,73.23623552,155.033692,326.5718965,1577.289752,74.59338459,1406.693625,437.5562088,283.2240524,118.6527785,40.49141373,592.179379,230.4310077
2036,43.332834028,382.17052068,140.05149436,103.4968685,227.62879700000002,245.73092248,222.60590706000002,733.80892446,446.07122202,60.626920274,446.46836572,122.54495917999999,94.97207670200001,51.611398676,73.460128286,154.8767024,330.43730468,1588.2874752,74.378109612,1401.5294592,439.36686562,284.03555178,118.06470762,40.877423744,597.7667721400001,234.26810668000002
2037,43.642657346,384.34896216,140.72214621999998,103.93152570000001,228.2090718,246.93413845999999,224.05057302,746.84026912,453.21205554,60.873559258,447.53852344,122.22340466,95.446029494,51.429608542,73.68402105199999,154.7197128,334.30271286,1599.2851984,74.162834634,1396.3652934000002,441.17752244,284.84705116,117.47663674,41.263433758,603.3541652800001,238.10520566
2038,43.952480664,386.52740364,141.39279808,104.3661829,228.78934660000002,248.13735444,225.49523898,759.87161378,460.35288906,61.120198242,448.60868116,121.90185014,95.919982286,51.247818408,73.907913818,154.5627232,338.16812104,1610.2829216,73.947559656,1391.2011276,442.98817926,285.65855054,116.88856586,41.649443772,608.94155842,241.94230464
2039,44.262303982,388.70584512,142.06344994,104.8008401,229.3696214,249.34057041999998,226.93990494,772.90295844,467.49372258,61.366837226,449.67883888,121.58029562,96.393935078,51.066028274,74.13180658399999,154.4057336,342.03352922,1621.2806448,73.732284678,1386.0369618000002,444.79883608,286.47004992,116.30049498000001,42.035453786,614.52895156,245.77940361999998
2040,44.5721273,390.8842866,142.7341018,105.2354973,229.9498962,250.5437864,228.3845709,785.9343031,474.6345561,61.61347621,450.7489966,121.2587411,96.86788787,50.88423814,74.35569935,154.248744,345.8989374,1632.278368,73.5170097,1380.872796,446.6094929,287.2815493,115.7124241,42.4214638,620.1163447,249.6165026
2041,44.877947733999996,392.88219424,143.24846606,105.56195216,230.28805634,251.48836906,229.62490342,798.7989660999999,481.54562476,61.813845238,451.68391788,120.9206404,97.244710626,50.718847118,74.510296798,154.1034938,349.43697876000004,1641.9352684,73.19349252800001,1373.9077564000002,447.89093052000004,287.70335212,115.09813606,42.797310306,625.15353224,253.2915674
2042,45.183768168,394.88010188,143.76283032,105.88840702,230.62621648,252.43295172,230.86523594,811.6636291,488.45669342,62.014214266,452.61883916,120.5825397,97.621533382,50.553456096,74.664894246,153.9582436,352.97502012,1651.5921688,72.869975356,1366.9427168000002,449.17236814,288.12515494,114.48384802,43.173156812,630.19071978,256.9666322
2043,45.489588602,396.87800952000003,144.27719457999999,106.21486188,230.96437662,253.37753438,232.10556846,824.5282920999999,495.36776208,62.214583294,453.55376044,120.244439,97.998356138,50.388065074000004,74.81949169399999,153.81299339999998,356.51306148000003,1661.2490692,72.546458184,1359.9776772,450.45380576,288.54695776,113.86955998,43.549003318,635.22790732,260.641697
2044,45.795409036,398.87591716000003,144.79155884,106.54131674,231.30253676,254.32211704,233.34590097999998,837.3929551,502.27883074,62.414952322000005,454.48868172,119.9063383,98.375178894,50.222674052,74.974089142,153.6677432,360.05110284,1670.9059696,72.22294101199999,1353.0126376,451.73524338,288.96876058000004,113.25527194,43.924849824,640.26509486,264.3167618
2045,46.10122947,400.8738248,145.3059231,106.8677716,231.6406969,255.2666997,234.5862335,850.2576181,509.1898994,62.61532135,455.423603,119.5682376,98.75200165,50.05728303,75.12868659,153.522493,363.5891442,1680.56287,71.89942384,1346.047598,453.016681,289.3905634,112.6409839,44.30069633,645.3022824,267.9918266
2046,46.404848316,402.76647204,145.6661759,107.08273906,231.70812884,255.94543692,235.55999078,862.8288160999999,515.72238972,62.77525446,456.17714834000003,119.21379004,99.0291878,49.899091616,75.194334786,153.36590136,366.71662718,1688.3426182,71.483084452,1337.5368816,453.7670815,289.39690774,112.01600734,44.662313924,649.68118452,271.48586566
2047,46.708467162,404.65911928,146.0264287,107.29770651999999,231.77556078,256.62417414,236.53374806,875.4000140999999,522.25488004,62.935187570000004,456.93069368,118.85934248000001,99.30637395,49.740900202,75.259982982,153.20930972,369.84411016,1696.1223664,71.066745064,1329.0261652000002,454.51748200000003,289.40325208,111.39103078,45.023931518000005,654.06008664,274.97990472000004
2048,47.012086008000004,406.55176652,146.3866815,107.51267398,231.84299271999998,257.30291136,237.50750534,887.9712121,528.78737036,63.09512068,457.68423902,118.50489492,99.5835601,49.582708788000005,75.32563117800001,153.05271808,372.97159314,1703.9021146,70.65040567599999,1320.5154488,455.2678825,289.40959642,110.76605422,45.385549112,658.4389887599999,278.47394378
2049,47.315704854,408.44441376000003,146.7469343,107.72764144,231.91042466,257.98164857999996,238.48126262,900.5424101,535.31986068,63.255053790000005,458.43778435999997,118.15044736,99.86074624999999,49.424517374000004,75.391279374,152.89612644,376.09907612,1711.6818627999999,70.234066288,1312.0047324000002,456.018283,289.41594076,110.14107766,45.747166706,662.8178908799999,281.96798284000005
2050,47.6193237,410.337061,147.1071871,107.9426089,231.9778566,258.6603858,239.4550199,913.1136081,541.852351,63.4149869,459.1913297,117.7959998,100.1379324,49.26632596,75.45692757,152.7395348,379.2265591,1719.461611,69.8177269,1303.494016,456.7686835,289.4222851,109.5161011,46.1087843,667.196793,285.4620219
2051,47.913138960000005,412.2258488,147.31554968,108.05088712,231.76448528,259.08290863999997,240.16681592,924.7070864799999,547.9154808,63.532869520000006,459.74666376,117.40959984,100.30594592,49.115540768,75.437282056,152.54962784,381.90924728,1725.1832888,69.33850152,1293.7932128,457.0965468,289.11222808,108.89368088,46.44946744,670.7580343999999,288.68701752000004
2052,48.20695422,414.1146366,147.52391226,108.15916534,231.55111396,259.50543147999997,240.87861194,936.30056486,553.9786106,63.65075214,460.30199782,117.02319988,100.47395944,48.964755576,75.417636542,152.35972088,384.59193546,1730.9049665999999,68.85927613999999,1284.0924096,457.4244101,288.80217106000003,108.27126066,46.79015058,674.3192758,291.91201314
2053,48.50076948,416.00342440000003,147.73227484,108.26744355999999,231.33774264,259.92795432,241.59040796,947.89404324,560.0417404,63.768634760000005,460.85733188,116.63679992,100.64197295999999,48.813970384,75.397991028,152.16981392,387.27462363999996,1736.6266444,68.38005076,1274.3916064,457.75227340000004,288.49211404,107.64884044,47.13083372,677.8805172,295.13700876
2054,48.79458474,417.8922122,147.94063742,108.37572177999999,231.12437132,260.35047716,242.30220398,959.48752162,566.1048702,63.88651738,461.41266594,116.25039996000001,100.80998647999999,48.663185192,75.378345514,151.97990696,389.95731182,1742.3483222,67.90082538,1264.6908032000001,458.0801367,288.18205702,107.02642021999999,47.47151686,681.4417586000001,298.36200438
2055,49.0884,419.781,148.149,108.484,230.911,260.773,243.014,971.081,572.168,64.0044,461.968,115.864,100.978,48.5124,75.3587,151.79,392.64,1748.07,67.4216,1254.99,458.408,287.872,106.404,47.8122,685.003,301.587
2056,49.371,421.6916,148.2006,108.4878,230.4834,260.9624,243.4684,981.7388,577.7078,64.08708,462.3688,115.4294,101.04979999999999,48.3712,75.26832,151.59,394.8562,1751.3719999999998,66.91002,1244.488,458.36060000000003,287.25800000000004,105.7772,48.12726,687.7302000000001,304.5426
2057,49.6536,423.6022,148.25220000000002,108.49159999999999,230.0558,261.15180000000004,243.9228,992.3965999999999,583.2476,64.16976,462.7696,114.9948,101.1216,48.23,75.17794,151.39,397.0724,1754.674,66.39844,1233.986,458.3132,286.644,105.15039999999999,48.44232,690.4574,307.4982
2058,49.9362,425.5128,148.3038,108.4954,229.6282,261.3412,244.37720000000002,1003.0544,588.7873999999999,64.25244,463.1704,114.56020000000001,101.1934,48.0888,75.08756,151.19,399.2886,1757.9759999999999,65.88686,1223.484,458.2658,286.03000000000003,104.5236,48.75738,693.1846,310.4538
2059,50.218799999999995,427.4234,148.3554,108.4992,229.2006,261.53060000000005,244.8316,1013.7121999999999,594.3272,64.33512,463.5712,114.1256,101.26520000000001,47.947599999999994,74.99718,150.98999999999998,401.5048,1761.278,65.37527999999999,1212.982,458.2184,285.416,103.8968,49.07244,695.9118,313.4094
2060,50.5014,429.334,148.407,108.503,228.773,261.72,245.286,1024.37,599.867,64.4178,463.972,113.691,101.337,47.8064,74.9068,150.79,403.721,1764.58,64.8637,1202.48,458.171,284.802,103.27,49.3875,698.639,316.365
